text_id,text_uri,title_ar,title_lat,author_id,ed_info,collection,tok_length,page_count,volumes,tags
JK001109,0170KhalilFarahidi.JumalFiNahw.JK001109-ara1,الجمل في النحو,Jumal Fi Nahw,0170KhalilFarahidi,د . فخر الدين قباوة :: 1416هـ 1995م,al-Jāmiʿ al-Kabīr,24541,280,1,_SARF :: _MAJMUCAT :: _NAHW
ShamIbadiyya0000155,0170RabicIbnHabibAzdi.JamicSahih.ShamIbadiyya0000155-ara1,الجامع الصحيح مسند الإمام الربيع بن حبيب :: الجامع الصحيح مسند الإمام الربيع بن حبيب  :: الجامع الصحيح مسند الربيع موافق للمطبوع,Jamic Sahih,0170RabicIbnHabibAzdi,دار الفتح للطباعة والنشر، بيروت، ومكتبة الاستقامة، روي، مسقط- سلطنة عمان,al-Shāmila al-Ibāḍiyya,49823,267,1,_HADITH
ShamAY0037888,0173SayyidHimyari.Diwan.ShamAY0037888-ara1,ديوان السيد الحميري :: ديوان السيد الحميري ,Diwan,0173SayyidHimyari,,al-Maktaba al-Shāmila AY,17877,308,1,_SHICR
ArabCommAph052131856,0175Anonymous.SharhAfladhinushLiFusulAbuqrat.ArabCommAph052131856-ara1.completed,ترجمة شرح أفلاذيوس لكتاب فصول أبقراط,Sharh Afladhinush Li Fusul Abuqrat,0175Anonymous,,Arabic Hippocratic Aphorisms,11408,56,1,_TIBB
Shamela0009556,0175LaythIbnSacd.CasharatAhadith.Shamela0009556-ara1,عشرة أحاديث من الجزء المنتقى الأول والثاني من حديث الليث (مطبوع ضمن مجموع باسم الفوائد لابن منده!),Casharat Ahadith,0175LaythIbnSacd,خلاف محمود عبد السميع :: دار الكتب العلمية، بيروت - لبنان,al-Maktaba al-Shāmila,772,4,1,_HADITH :: _AJZA
JK000492,0175LaythIbnSacd.Cawali.JK000492-ara1,عوالي الليث بن سعد,Cawali,0175LaythIbnSacd,,al-Jāmiʿ al-Kabīr,2287,41,1,_HADITH :: _AJZA :: _TARAJIM :: _CHRONOMULTIPLE
JK000863,0175LaythIbnSacd.MajlisMinFawaid.JK000863-ara1,مجلس من فوائد الليث بن سعد :: فوائد الليث بن سعد,Majlis Min Fawaid,0175LaythIbnSacd,محمد بن رزق الطرهوني :: الرياض :: 1407 - 1987 :: دار عالم الكتب للنشر والتوزيع,al-Jāmiʿ al-Kabīr,1385,28,1,_HADITH :: _MISC :: _AJZA :: _TARAJIM :: _FAWAID
Shamela0028107,0179MalikIbnAnas.Muwatta.Shamela0028107-ara1.completed,الموطأ,Muwatta,0179MalikIbnAnas,http://www.worldcat.org/oclc/1006303916 :: محمد مصطفى الأعظمي :: مؤسسة زايد بن سلطان آل نهيان للأعمال الخيرية والإنسانية - أبو ظبي - الإمارات,al-Maktaba al-Shāmila,238893,4575,1,_HADITH
ShamAY0034816,0179MalikIbnAnas.RisalaIlaHarun.ShamAY0034816-ara1,رسالة إمام دار الهجرة أبي عبد الله مالك بن أنس إلى هارون الرشيد :: رسالة إمام دار الهجرة مالك بن أنس إلى هارون الرشيد,Risala Ila Harun,0179MalikIbnAnas,,al-Maktaba al-Shāmila AY,7269,28,1,_ADAB :: _RIQAQ
JK007542,0180AbuShamaqmaq.Diwan.JK007542-ara1,ديوان أبو الشمقمق,Diwan,0180AbuShamaqmaq,,al-Jāmiʿ al-Kabīr,2154,63,1,_SHICR
Shamela0021544,0180IbnJacfarAnsari.HadithIsmacil.Shamela0021544-ara1,حديث علي بن حجر السعدي عن إسماعيل بن جعفر المدني,Hadith Ismacil,0180IbnJacfarAnsari,عمر بن رفود بن رفيد السفياني :: مكتبة الرشد للنشر والتوزيع، الرياض - شركة الرياض للنشر والتوزيع,al-Maktaba al-Shāmila,25348,494,1,_HADITH :: _AJZA :: _TARAJIM
Shamela0023018,0180Sibawayhi.KitabSibawayhi.Shamela0023018-ara1.mARkdown,كتاب سيبويه,Kitāb Sībawayhi,0180Sibawayhi,http://www.worldcat.org/oclc/4770914633 :: عبد السلام محمد هارون :: مكتبة الخانجي، القاهرة,al-Maktaba al-Shāmila,277570,1983,4,_SARF :: _MAJMUCAT :: _NAHW
ShamAY0033652,0181IbnMubarak.ArbacunHadithan.ShamAY0033652-ara1,الأربعون حديثا  :: الأربعون حديثا :: الأربعون حديثا لعبد الله بن المبارك,Arbacun Hadithan,0181IbnMubarak,محمد سعيد بن محمد حسن أحمد بخاري :: الأولى، 2003 م :: مكتبة الرشد - الرياض,al-Maktaba al-Shāmila AY,987,19,1,_HADITH
JK007552,0181IbnMubarak.Diwan.JK007552-ara1,ديوان عبد الله بن المبارك,Diwan,0181IbnMubarak,,al-Jāmiʿ al-Kabīr,1128,38,1,_SHICR_UMAWI :: _SHICR
JK000549,0181IbnMubarak.Jihad.JK000549-ara1,الجهاد لابن المبارك,Jihad,0181IbnMubarak,تونس :: الدار التونسية,al-Jāmiʿ al-Kabīr,20865,161,1,_HADITH :: _USUL :: _AJZA :: _MASAIL :: _FIQH :: _TARAJIM :: _SUNNI
JK000568,0181IbnMubarak.Musnad.JK000568-ara1,مسند ابن المبارك :: مسند الإمام عبد الله بن المبارك,Musnad,0181IbnMubarak,صبحي البدري السامرائي :: الرياض :: 1407 :: مكتبة المعارف,al-Jāmiʿ al-Kabīr,19764,166,1,_HADITH :: _MACAJIM :: _AJZA :: _TARAJIM :: _MASANID
JK000055,0181IbnMubarak.Zuhd.JK000055-ara1,الزهد لابن المبارك :: الزهد,Zuhd,0181IbnMubarak,حبيب الرحمن الأعظمي :: بيروت :: دار الكتب العلمية,al-Jāmiʿ al-Kabīr,136770,696,2,_HADITH :: _AKHLAQ :: _AJZA
Shamela0012987,0182AbuYusufYacqub.Athar.Shamela0012987-ara1.mARkdown,كتاب الآثار,Kitāb al-āṯār,0182AbuYusufYacqub,"http://www.worldcat.org/oclc/4771410217 :: دار الكتب العلمية, لبنان",al-Maktaba al-Shāmila,43513,1098,1,_HADITH :: _HANAFI :: _FIQH
Shamela0096606,0182AbuYusufYacqub.IkhtilafAbiHanifa.Shamela0096606-ara1.mARkdown,اختلاف أبي حنيفة و ابن أبي ليلى,Iḫtilāf Abī Ḥanīfaŧ wa ibn Abī laylá,0182AbuYusufYacqub,http://www.worldcat.org/oclc/235981792,al-Maktaba al-Shāmila,19198,213,1,_HANAFI :: _FIQH
ShamAY0034334,0182AbuYusufYacqub.Kharaj.ShamAY0034334-ara1,الخراج  :: الخراج :: الخراج - المطبعة السلفية,Kharaj,0182AbuYusufYacqub,الثالثة عام 1382ه :: المطبعة السلفية ومكتبتها القاهرة,al-Maktaba al-Shāmila AY,66096,216,1,_SUALAT :: _CILAL
Shamela0007225,0182AbuYusufYacqub.RaddCalaSiyarAwzaci.Shamela0007225-ara1.mARkdown,الرد على سير الأوزاعي,al-Radd ʿalá siyar al-Awzāʿī,0182AbuYusufYacqub,http://www.worldcat.org/oclc/4770451618,al-Maktaba al-Shāmila,12131,135,1,_USUL :: _SIYASA :: _BUHUTH :: _HANAFI :: _MASAIL :: _FIQH
JK007561,0182MarwanIbnAbiHafsa.Diwan.JK007561-ara1,ديوان مروان ابن أبي حفصة,Diwan,0182MarwanIbnAbiHafsa,,al-Jāmiʿ al-Kabīr,5735,108,1,_SHICR_UMAWI :: _SHICR
Sham19Y0148540,0183AbuHayyaNumayri.Shicr.Sham19Y0148540-ara1,شعر أبي حية النميري,Shicr,0183AbuHayyaNumayri,منشورات وزارة الثقافة والارشاد القومي - دمشق 1975,al-Maktaba al-Shāmila,7623,167,1,_SHICR
Shamela0009412,0184AbuIshaqZuhri.JuzMinNuskha.Shamela0009412-ara1,جزء من نسخة إبراهيم بن سعد (مطبوع ضمن مجموع باسم الفوائد لابن منده!),Juz Min Nuskha,0184AbuIshaqZuhri,خلاف محمود عبد السميع :: دار الكتب العلمية، بيروت - لبنان,al-Maktaba al-Shāmila,6067,24,1,_HADITH :: _AJZA
Shamela0029289,0185IbnCimranMawsili.Zuhd.Shamela0029289-ara1,الزهد للمعافى بن عمران الموصلي,Zuhd,0185IbnCimranMawsili,الدكتور عامر حسن صبري :: دار البشائر الإسلامية - بيروت,al-Maktaba al-Shāmila,12193,277,1,_ADHKAR :: _RAQAIQ :: _ADAB
Shamela0029344,0188IbnMuhammadFazari.Siyar.Shamela0029344-ara1,السير لأبي إسحاق الفزاري,Siyar,0188IbnMuhammadFazari,فاروق حمادة :: مؤسسة الرسالة - بيروت,al-Maktaba al-Shāmila,22197,303,1,_SHAMAIL :: _SIRA
Shamela0029986,0189IbnHamzaKisai.MushtabihatQuran.Shamela0029986-ara1,مشتبهات القرآن,Mushtabihat Quran,0189IbnHamzaKisai,د. محمد محمد داود :: دار المنار للنشر والتوزيع,al-Maktaba al-Shāmila,10172,123,1,_QURAN :: _QIRAAT :: _TAJWID
Sham19Y0014285,0189MuhammadShaybani.Asl.Sham19Y0014285-ara1.mARkdown,الأصل,al-ʾAṣl,0189MuhammadShaybani,http://www.worldcat.org/oclc/816828542,al-Maktaba al-Shāmila,1419398,6417,12,_HADITH :: _HANAFI :: _FIQH
JK011277,0189MuhammadShaybani.Athar.JK011277-ara1,الآثار لمحمد ابن الحسن,Athar,0189MuhammadShaybani,,al-Jāmiʿ al-Kabīr,14350,347,1,_HADITH :: _HANAFI :: _FIQH
Shamela0006161,0189MuhammadShaybani.HujjaCalaAhlMadina.Shamela0006161-ara1.mARkdown,الحجة على أهل المدينة,al-Ḥuǧǧaŧ ʿalá ahl al-Madīnaŧ,0189MuhammadShaybani,http://www.worldcat.org/oclc/4770871303,al-Maktaba al-Shāmila,126786,1849,4,_HADITH :: _HANAFI :: _FIQH
Shamela0006160,0189MuhammadShaybani.JamicSaghir.Shamela0006160-ara1.mARkdown,الجامع الصغير,al-Ǧāmiʿ al-ṣaġīr,0189MuhammadShaybani,http://www.worldcat.org/oclc/929737332,al-Maktaba al-Shāmila,34522,460,1,_HADITH :: _HANAFI :: _FIQH
JK000626,0189MuhammadShaybani.Kasb.JK000626-ara1,الكسب,Kasb,0189MuhammadShaybani,د. سهيل زكار :: دمشق :: 1400 :: عبد الهادي حرصوني,al-Jāmiʿ al-Kabīr,17783,96,1,_HANAFI :: _FIQH
Sham19Y0018264,0189MuhammadShaybani.MakharijFiHiyal.Sham19Y0018264-ara1,المخارج في الحيل,Makharij Fi Hiyal,0189MuhammadShaybani,بدون :: 1419 ه - 1999 م. :: مكتبة الثقافة الدينية - القاهرة.,al-Maktaba al-Shāmila,39093,137,1,_FIQH
JK000197,0189MuhammadShaybani.Siyar.JK000197-ara1,السير,Siyar,0189MuhammadShaybani,مجيد خدوري :: بيروت :: 1975 :: الدار المتحدة للنشر,al-Jāmiʿ al-Kabīr,31670,157,1,_SIYASA :: _HANAFI :: _FIQH
ShamAY0034215,0189MuhammadShaybani.SiyarSaghir.ShamAY0034215-ara1,السير الصغير :: السير الصغير - ت: محمود غازي :: السير الصغير ,Siyar Saghir,0189MuhammadShaybani,,al-Maktaba al-Shāmila AY,8351,34,1,_FIQH
Shamela0096602,0191IbnQasimMisri.MajalisIbnQasim.Shamela0096602-ara1,مجالس ابن القاسم التي سأل عنها مالكا رحمه الله,Majalis Ibn Qasim,0191IbnQasimMisri,مصطفى باحو,al-Maktaba al-Shāmila,6084,91,1,_MALIKI :: _FIQH
JK007582,0192IbnAhnaf.Diwan.JK007582-ara1,ديوان أبو الفضل بن الأحنف,Diwan,0192IbnAhnaf,,al-Jāmiʿ al-Kabīr,15447,325,1,_SHICR_CABBASI :: _SHICR
JK001416,0195IbnFudaylDabbi.Duca.JK001416-ara1,الدعاء لابن فضيل,Duca,0195IbnFudaylDabbi,د عبد العزيز بن سليمان بن إبراهيم البعيمي :: الرياض :: 1419هـ - 1999م :: مكتبة الرشد,al-Jāmiʿ al-Kabīr,10116,216,1,_HADITH :: _AKHLAQ :: _AJZA
JK010673,0195MuarrijSadusi.Amthal.JK010673-ara1,الأمثال للسدوسي,Amthal,0195MuarrijSadusi,,al-Jāmiʿ al-Kabīr,4595,11,1,_BALAGHA :: _ADAB :: _AMTHAL
Shamela0000496,0195MuarrijSadusi.HadhfMinNasabQuraysh.Shamela0000496-ara1.mARkdown,حذف من نسب قريش :: نسب قريش,ḥaḏf min nasab qurayš,0195MuarrijSadusi,http://www.worldcat.org/oclc/15214745,al-Maktaba al-Shāmila,8918,95,1,_BULDAN :: _ANSAB :: _TARIKH
JK007007,0197IbnWahbQurashi.JamicFiHadith.JK007007-ara1,الجامع في الحديث,Jamic Fi Hadith,0197IbnWahbQurashi,د . مصطفى حسن حسين أبو الخير :: السعودية :: 1996م :: دار ابن الجوزي,al-Jāmiʿ al-Kabīr,31400,763,2,_HADITH :: _TARAJIM :: _SUNAN
Shamela0030173,0197IbnWahbQurashi.MuharabaMinMuwattaIbnWahb.Shamela0030173-ara1,كتاب المحاربة من موطأ ابن وهب,Muharaba Min Muwatta Ibn Wahb,0197IbnWahbQurashi,دار الغرب - بيروت,al-Maktaba al-Shāmila,11179,28,1,_HADITH :: _AJZA
ShamAY0033592,0197IbnWahbQurashi.Musnad.ShamAY0033592-ara1,مسند ابن وهب :: المسند لعبد الله بن وهب  :: المسند لعبد الله بن وهب,Musnad,0197IbnWahbQurashi,أبو عبد الله محي الدين بن جمال البكاري :: الأولى، 2007 م :: دار التوحيد لإحياء التراث,al-Maktaba al-Shāmila AY,13016,239,1,_HADITH
Shamela0012534,0197IbnWahbQurashi.MuwattaIbnWahb.Shamela0012534-ara1,موطأ عبد الله بن وهب (قطعة من الكتاب),Muwatta Ibn Wahb,0197IbnWahbQurashi,هشام إسماعيل الصيني :: دار ابن الجوزي - الدمام,al-Maktaba al-Shāmila,23416,127,1,_HADITH :: _AJZA
Shamela0030522,0197IbnWahbQurashi.QadaMinMuwattaIbnWahb.Shamela0030522-ara1,الموطأ كتاب القضاء في البيوع,Qada Min Muwatta Ibn Wahb,0197IbnWahbQurashi,,al-Maktaba al-Shāmila,16626,80,1,_HADITH :: _AJZA
JK000316,0197IbnWahbQurashi.Qadar.JK000316-ara1,القدر وما ورد في ذلك من الآثار :: القدر لابن وهب,Qadar,0197IbnWahbQurashi,د. عبد العزيز عبد الرحمن العثيم :: مكة المكرمة :: 1406 :: دار السلطان,al-Jāmiʿ al-Kabīr,4605,126,1,_HADITH :: _CAQAID :: _AJZA :: _MILAL
Shamela0037361,0197IbnWahbQurashi.TafsirQuran.Shamela0037361-ara1,تفسير القرآن من الجامع لابن وهب,Tafsir Quran,0197IbnWahbQurashi,ميكلوش موراني :: دار الغرب الإسلامي,al-Maktaba al-Shāmila,43438,1011,3,_TAFSIR
JK000613,0197WakicIbnJarrah.NuskhatWakic.JK000613-ara1,نسخة وكيع عن الأعمش :: نسخة وكيع,Nuskhat Wakic,0197WakicIbnJarrah,عبد الرحمن عبد الجبار الفريوائي :: الكويت :: 1406 :: الدار السلفية,al-Jāmiʿ al-Kabīr,2032,51,1,_HADITH :: _AJZA :: _TARAJIM :: _SUNNI
Shamela0021545,0197WakicIbnJarrah.Zuhd.Shamela0021545-ara1,الزهد لوكيع,Zuhd,0197WakicIbnJarrah,عبد الرحمن عبد الجبار الفريوائي :: مكتبة الدار، المدينة المنورة,al-Maktaba al-Shāmila,17238,607,1,_ADHKAR :: _AKHLAQ :: _RAQAIQ :: _ADAB
JK007604,0198AbuNuwasShacir.Diwan.JK007604-ara1,ديوان الحسن بن هانئ,Diwan,0198AbuNuwasShacir,,al-Jāmiʿ al-Kabīr,56505,1024,1,_SHICR_CABBASI :: _SHICR
JK007617,0198RabicaRaqqi.Diwan.JK007617-ara1,ديوان ربيعة الرقي,Diwan,0198RabicaRaqqi,,al-Jāmiʿ al-Kabīr,2521,45,1,_SHICR
JK000578,0198SufyanIbnCuyayna.JuzFihiHadith.JK000578-ara1,جزء فيه حديث سفيان بن عيينة :: جزء ابن عيينة,Juz Fihi Hadith,0198SufyanIbnCuyayna,أحمد بن عبد الرحمن الصويان :: الخرج :: 1407 :: مكتبة المنار,al-Jāmiʿ al-Kabīr,3064,79,1,_HADITH
Shamela0026337,0198SufyanIbnCuyayna.JuzHadith.Shamela0026337-ara1,جزء حديث سفيان بن عيينة,Juz Hadith,0198SufyanIbnCuyayna,مسعد بن عبد الحميد السعدني :: دار الصحابة للتراث بطنطا,al-Maktaba al-Shāmila,2416,58,1,_HADITH :: _AJZA :: _SUNNI
Kraken2108092202141,0200AbuGhanimKhurasani.MudawwanaKubra.Kraken2108092202141-ara1,,Mudawwana Kubra,0200AbuGhanimKhurasani,,Kraken,394828,1898,3,_FIQH
ShamIbadiyya0000772,0200AbuGhanimKhurasani.MudawwanaSughra.ShamIbadiyya0000772-ara1,المدونة الصغرى لأبي غانم الخراساني ج1,Mudawwana Sughra,0200AbuGhanimKhurasani,,al-Shāmila al-Ibāḍiyya,20185,77,1,_FIQH
JK007578,0200AbuShis.Diwan.JK007578-ara1,ديوان أبو الشيص محمد,Diwan,0200AbuShis,,al-Jāmiʿ al-Kabīr,3878,100,1,_SHICR
Shia001114,0200IbnJacfarSadiq.Masail.Shia001114-ara1,مسائل علي بن جعفر,Masail,0200IbnJacfarSadiq,مؤسسة آل البيت عليهم السلام لإحياء التراث - قم المشرفة :: ذي القعدة 1409,al-Shāmila al-Shīʿiyya,28517,248,1,_HADITH :: _SHICI
JK000397,0200SayfIbnCumar.Fitna.JK000397-ara1,الفتنة ووقعة الجمل,Fitna,0200SayfIbnCumar,أحمد راتب عرموش :: بيروت :: 1391 :: دار النفائس,al-Jāmiʿ al-Kabīr,29586,151,1,_HADITH
GRAR000050,0200YahyaIbnBitriq.FusulAbuqrat.GRAR000050-ara1,كتاب الفصول لأبقراط اللتي تسمى التعليمات,Kitāb al-Fuṣūl li-Abuqrāṭ al-latī tusammá al-taʿlīmāt,0200YahyaIbnBitriq,http://www.worldcat.org/oclc/978680573 :: https://www.graeco-arabic-studies.org/single-text/text/houtsma-188.html,Graeco-Arabic Studies,1748,11,1,_FALSAFA
GRAR000089,0200YahyaIbnBitriq.GhidhaLiAbuqrat.GRAR000089-ara1,كتاب الغذاء لأبقراط,Kitāb al-Ġiḏāʾ li-Abuqrāṭ,0200YahyaIbnBitriq,http://www.worldcat.org/oclc/976591135 :: https://www.graeco-arabic-studies.org/single-text/text/mattock-122.html,Graeco-Arabic Studies,1262,12,1,_FALSAFA
NH001,0200YahyaIbnBitriq.SirrAsrar.NH001-ara1.completed,كتاب سر الأسرار :: كتاب السياسة في تدبير الرياسة,Kitāb Sirr al-Asrār,0200YahyaIbnBitriq,,NODATA,10233,90,1,_FALSAFA
GRAR000066,0200YahyaIbnBitriq.Thulujiya.GRAR000066-ara1,ما استخرجه الاسكندر الأفروديسي من كتاب¶    أرسطوطاليس¶    المسمى ثولوجيا ومعناه الكلام في الربوبية :: قول استخرجه الاسكندر من كتاب ثالوجيا أي¶    الربوبية,Mā istaḫrajahu al-Iskandar al-Afrūdīsī min Kitāb¶    Arisṭūṭālīs¶    al-musammá Ṯūlūjiyā wa-maʿnāhu al-kalām fī al-rubūbiyyaŧ,0200YahyaIbnBitriq,http://www.worldcat.org/oclc/841196 :: https://www.graeco-arabic-studies.org/single-text/text/endress-93.html,Graeco-Arabic Studies,4555,36,1,_FALSAFA
Shamela0012851,0200YahyaIbnSalam.Tafsir.Shamela0012851-ara1,تفسير يحيى بن سلام,Tafsir,0200YahyaIbnSalam,الدكتورة هند شلبي :: دار الكتب العلمية، بيروت - لبنان,al-Maktaba al-Shāmila,148011,802,2,_TAFSIR
Shamela0011783,0200YahyaIbnSalam.Tasarif.Shamela0011783-ara1,التصاريف لتفسير القرآن مما اشتبهت أسمائه وتصرفت معانيه,Tasarif,0200YahyaIbnSalam,1979 م :: الشركة التونسية للتوزيع,al-Maktaba al-Shāmila,26539,253,1,_CULUM :: _QURAN
ShamAY0032820,0201CaliIbnCasim.Hadith.ShamAY0032820-ara1,جزء فيه من حديث علي بن عاصم عن شيوخه - مخطوط :: من حديث علي بن عاصم عن شيوخه - مخطوط,Hadith,0201CaliIbnCasim,,al-Maktaba al-Shāmila AY,1691,8,1,_HADITH
Masaha002300,0203CaliRida.RisalaDhahabiyya.Masaha002300-ara1,الرسالة الذهبية,Risala Dhahabiyya,0203CaliRida,دار الخيام‏,Masāḥa,3642,64,1,born@JaziratArab_RE :: born@MADINA_396E244N_S :: PRIMARY_VERSION :: CLEANED_VERSION
Zaydiyya0000121,0203CaliRida.Sahifa.Zaydiyya0000121-ara1.completed,صحيفة علي بن موسى الرضى,Sahifa,0203CaliRida,http://www.worldcat.org/oclc/22068398,al-Shāmila al-Zaydiyya,8872,57,1,_HADITH
Shia001268,0203IbnSulaymanGhazi.MusnadRida.Shia001268-ara1,مسند الرضا (ع),Musnad Rida,0203IbnSulaymanGhazi,https://www.worldcat.org/title/784526249 :: محمد جواد الحسيني الجلالي :: 1418,al-Shāmila al-Shīʿiyya,1313,10,1,_HADITH :: _SHICI
JK000258,0203YahyaIbnAdam.Kharaj.JK000258-ara1,الخراج :: كتاب الخراج,Kharaj,0203YahyaIbnAdam,لاهور - باكستان :: 1974 :: المكتبة العلمية,al-Jāmiʿ al-Kabīr,28410,186,1,_HADITH :: _USUL :: _AJZA :: _MASAIL :: _FIQH
JK000470,0204AbuDawudTayalisi.Musnad.JK000470-ara1,مسند أبي داود الطيالسي :: مسند الطيالسي,Musnad,0204AbuDawudTayalisi,بيروت :: - :: دار المعرفة,al-Jāmiʿ al-Kabīr,163205,362,1,_HADITH :: _MACAJIM :: _TARAJIM :: _SUNNI :: _MASANID
JK007059,0204IbnKalbi.Asnam.JK007059-ara1,كتاب الإصنام :: الأصنام,Asnam,0204IbnKalbi,أحمد زكي باشا :: القاهرة :: 2000م :: دار الكتب المصرية,al-Jāmiʿ al-Kabīr,6535,61,1,_CAQAID :: _MILAL
JK010504,0204IbnKalbi.JamharatAnsab.JK010504-ara1,جمهرة أنساب العرب لابن الكلبي,Jamharat Ansab,0204IbnKalbi,,al-Jāmiʿ al-Kabīr,20833,34,1,_BULDAN :: _ANSAB :: _TARIKH
Shamela0009249,0204IbnKalbi.NasabKhayl.Shamela0009249-ara1.mARkdown,أنساب الخيل في الجاهلية والاسلام وأخبارها :: أنساب الخيل,Ansāb al-ḫayl fī al-jāhiliyyaŧ wa-al-islām wa-aḫbārihā,0204IbnKalbi,http://www.worldcat.org/oclc/1103828993 :: الأستاذ الدكتور حاتم صالح الضامن :: دار البشائر، دمشق - سورية,al-Maktaba al-Shāmila,6277,50,1,_GHARIB :: _MACAJIM :: _BALAGHA :: _ADAB :: _MUSTALAHAT
Shamela0028172,0204IbnKalbi.NasabMacad.Shamela0028172-ara1.completed,نسب معد واليمن الكبير,Nasab Macad,0204IbnKalbi,http://www.worldcat.org/oclc/745129778 :: الدكتور ناجي حسن :: عالم الكتب، مكتبة النهضة العربية,al-Maktaba al-Shāmila,88060,720,2,_BULDAN :: _ANSAB :: _TARIKH
JK000439,0204Shafici.AhkamQuran.JK000439-ara1,أحكام القرآن :: أحكام القرآن للشافعي,Ahkam Quran,0204Shafici,عبد الغني عبد الخالق :: بيروت :: 1400 :: دار الكتب العلمية,al-Jāmiʿ al-Kabīr,47586,498,2,_CULUM :: _HADITH :: _GHARIB :: _TAFSIR :: _AHKAM :: _QURAN :: _SUNNI
JK007599,0204Shafici.Diwan.JK007599-ara1,ديوان الإمام الشافعي,Diwan,0204Shafici,,al-Jāmiʿ al-Kabīr,4345,124,1,_SHICR
JK000560,0204Shafici.IkhtilafHadith.JK000560-ara1,اختلاف الحديث,Ikhtilaf Hadith,0204Shafici,عامر أحمد حيدر :: بيروت :: 1405 - 1985 :: مؤسسة الكتب الثقافية,al-Jāmiʿ al-Kabīr,54647,86,1,_HADITH :: _USUL :: _AHKAM :: _MUSHKIL :: _MASAIL :: _FIQH :: _TARAJIM :: _SHARH :: _SUNNI :: _CILAL
JK000249,0204Shafici.JimacCilm.JK000249-ara1,جماع العلم,Jimac Cilm,0204Shafici,بيروت :: 1405 :: دار الكتب العلمية,al-Jāmiʿ al-Kabīr,11507,92,1,_USUL :: _QAWACID :: _SHAFICI :: _FIQH
JK000494,0204Shafici.Musnad.JK000494-ara1,مسند الشافعي,Musnad,0204Shafici,بيروت :: - :: دار الكتب العلمية,al-Jāmiʿ al-Kabīr,85913,386,1,_HADITH :: _SHAFICI :: _FIQH :: _TARAJIM :: _SUNAN :: _SUNNI
