text_id,text_uri,title_ar,title_lat,ed_info,collection,tok_length,volumes,page_count,author_id,tags
Zaydiyya0000076BK22,0298HadiIlaHaqqYahya.RaddQuranDhahaba.Zaydiyya0000076BK22-ara1.completed,كتاب الرد على من زعم أن القرآن قد ذهب بعضه,Kitāb al-Radd ʿalá man zaʿama anna al-Qurʾān qad ḏahaba baʿḍuhu,nan,al-Shāmila al-Zaydiyya,1309,1,9,0298HadiIlaHaqqYahya,Zaydiyya
Zaydiyya0000401,0298HadiIlaHaqqYahya.SharhBalighMudrik.Zaydiyya0000401-ara1,شرح البالغ المدرك,Šarḥ al-Bāliġ al-mudrik,nan,al-Shāmila al-Zaydiyya,16668,1,87,0298HadiIlaHaqqYahya,_USUL
Zaydiyya0000076BK13,0298HadiIlaHaqqYahya.TafsirCarshWaKursi.Zaydiyya0000076BK13-ara1.completed,تفسير العرش والكرسي,Tafsīr al-ʿarš wa-al-kursī,nan,al-Shāmila al-Zaydiyya,2123,1,15,0298HadiIlaHaqqYahya,Zaydiyya
Zaydiyya0000076BK12,0298HadiIlaHaqqYahya.TafsirKursi.Zaydiyya0000076BK12-ara1.completed,كتاب تفسير الكرسي,Kitāb Tafsīr al-kursī,nan,al-Shāmila al-Zaydiyya,1476,1,9,0298HadiIlaHaqqYahya,Zaydiyya
Shia001962,0298HadiIlaHaqqYahya.TathbitImamatCali.Shia001962-ara1,تثبيت امامة علي :: تثبيت امامة أمير المؤمنين علي بن أبي طالب,Taṯbīt imāmaŧ ʿAlī,1419,al-Shāmila al-Shīʿiyya,6205,1,40,0298HadiIlaHaqqYahya,_HADITH :: _SUNNI
Zaydiyya0000076BK18,0298HadiIlaHaqqYahya.TathbitNubuwwatMuhammad.Zaydiyya0000076BK18-ara1.completed,تثبيت نبوة محمد,Taṯbīt nubuwwaŧ Muḥammad,nan,al-Shāmila al-Zaydiyya,710,1,5,0298HadiIlaHaqqYahya,Zaydiyya
Shia003990,0298HadiIlaHaqqYahya.TuhfaCasjadiya.Shia003990-ara1,التحفة العسجدية,Tuhfa Casjadiya,1343,al-Shāmila al-Shīʿiyya,19939,1,121,0298HadiIlaHaqqYahya,_CAQAID :: _SHICI :: _TWELVERS
Zaydiyya0000076BK9,0298HadiIlaHaqqYahya.UsulDin.Zaydiyya0000076BK9-ara1.completed,كتاب أصول الدين,Kitāb Uṣūl al-dīn,nan,al-Shāmila al-Zaydiyya,1536,1,12,0298HadiIlaHaqqYahya,Zaydiyya
ShamAY0032938,0298IbnCalawayhQattan.Fawaid.ShamAY0032938-ara1,الجزء الأول من المنتخب من فوائد ابن علويه القطان - مخطوط :: الجزء الأول من المنتخب من فوائد ابن علويه القطان - مخطوط ,Fawaid,nan,al-Maktaba al-Shāmila AY,4788,1,69,0298IbnCalawayhQattan,_HADITH
GRAR000012,0298IshaqIbnHunayn.AristuFiCibara.GRAR000012-ara1,كتاب أرسطو في العبارة,Kitāb Arisṭū fī al-ʿibāraŧ,https://www.graeco-arabic-studies.org/single-text/text/badawi-58.html :: http://www.worldcat.org/oclc/4770825165,Graeco-Arabic Studies,7665,1,42,0298IshaqIbnHunayn,_GRAECO_ARABIC
GRAR000064,0298IshaqIbnHunayn.BuruqlisFiQidamCalam.GRAR000064-ara1,هجج برقلس في قدم العالم,Hujaj Buruqlis fī qidam al-ʿālam,http://www.worldcat.org/oclc/4771319053 :: https://www.graeco-arabic-studies.org/single-text/text/badawi-91.html,Graeco-Arabic Studies,2561,1,10,0298IshaqIbnHunayn,_GRAECO_ARABIC
GRAR000010,0298IshaqIbnHunayn.MaqalatAfrudisiFiCaql.GRAR000010-ara1,مقالة الاسكندر الأفروديسي في العقل,Maqālaŧ al-Iskandar al-Afrūdīsī fī al-ʿaql,https://www.graeco-arabic-studies.org/single-¶    text/text/badawi-71.html :: http://www.worldcat.org/oclc/4771319053,Graeco-Arabic Studies,2727,1,13,0298IshaqIbnHunayn,_GRAECO_ARABIC
GRAR000009,0298IshaqIbnHunayn.MaqalatAfrudisiFiIbsar.GRAR000009-ara1,مقالة الاسكندر الأفروديسي في كيف يكون الابصار,Maqālaŧ al-Iskandar al-Afrūdīsī fī kayfa yakūn al-ibṣār,http://www.worldcat.org/oclc/462771325,Graeco-Arabic Studies,1966,1,10,0298IshaqIbnHunayn,_GRAECO_ARABIC
GRAR000039,0298IshaqIbnHunayn.MaqalatJalinusFiAjzaTibb.GRAR000039-ara1,مقالة جالينوس في أجزاء الطب,Maqālaŧ Jālīnūs fī ajzāʾ al-ṭibb,https://www.graeco-arabic-studies.org/single-text/text/lyons-23.html :: http://www.worldcat.org/oclc/496247287,Graeco-Arabic Studies,4298,1,14,0298IshaqIbnHunayn,_GRAECO_ARABIC
GRAR000018,0298IshaqIbnHunayn.MaqulatLiAristutalis.GRAR000018-ara1,كتاب المقولات :: قاطيغوريا,Kitāb al-Maqūlāt,https://www.graeco-arabic-studies.org/single-text/text/badawi-55.html :: http://www.worldcat.org/oclc/4770825165,Graeco-Arabic Studies,10463,1,54,0298IshaqIbnHunayn,_GRAECO_ARABIC
GRAR000065,0298IshaqIbnHunayn.MasailFuruqlis.GRAR000065-ara1,مسائل فرقليس في الأشياء الطبيعية,Masāʾil Furuqlīs fī al-ašyāʾ al-ṭabīʿiyyaŧ,http://www.worldcat.org/oclc/4771319053 :: https://www.graeco-arabic-studies.org/single-text/text/badawi-92.html,Graeco-Arabic Studies,1584,1,8,0298IshaqIbnHunayn,_GRAECO_ARABIC
GRAR000059,0298IshaqIbnHunayn.TafsirNiqulawusFiNabat.GRAR000059-ara1,كتاب أرسطوطاليس في النبات تفسير نيقولاوس,Kitāb Arisṭūṭālīs fī al-nabāt tafsīr Nīqūlāwus,http://www.worldcat.org/oclc/978554592 :: https://www.graeco-arabic-studies.org/single-text/text/badawi-50.html,Graeco-Arabic Studies,8530,1,39,0298IshaqIbnHunayn,_GRAECO_ARABIC
GRAR000069,0298IshaqIbnHunayn.WasiyyatAristalis.GRAR000069-ara1,وصية أرسطاليس,Waṣiyyaŧ Arisṭālīs,http://www.worldcat.org/oclc/122868795 :: https://www.graeco-arabic-studies.org/single-text/text/fluegel-96.html,Graeco-Arabic Studies,402,1,3,0298IshaqIbnHunayn,_GRAECO_ARABIC
Kraken22021606123003,0298Junayd.Rasail.Kraken22021606123003-ara1,nan,Rasail,http://www.worldcat.org/oclc/62886370,Kraken,15736,1,73,0298Junayd,NODATA
EScr20120512,0298Junayd.SirrFiAnfasSufiyya.EScr20120512-ara1,nan,Sirr Fi Anfas Sufiyya,nan,Escriptorium,21240,1,78,0298Junayd,NODATA
Kraken22021817402300,0299IbnKaysan.Muwaffaqi.Kraken22021817402300-ara1,nan,Muwaffaqi,http://www.worldcat.org/oclc/929513852,Kraken,11600,1,26,0299IbnKaysan,NODATA
GRAR000071,0300AnonTranslator.MucadhalatNafsLiAflatun.GRAR000071-ara1,كتاب معادلة النفس لأفلاطون,Kitāb Muʿādalaŧ al-nafs li-Aflāṭūn,http://www.worldcat.org/oclc/473938010 :: https://www.graeco-arabic-studies.org/single-text/text/badawi-103.html,Graeco-Arabic Studies,11275,1,65,0300AnonTranslator,_GRAECO_ARABIC
ShamIbadiyya0000319,0300Anonymous.AjwibatCulamaFazzan.ShamIbadiyya0000319-ara1,أجوبة علماء فزان. تحقيق النامي,Ajwibat Culama Fazzan,nan,al-Shāmila al-Ibāḍiyya,15123,1,72,0300Anonymous,_FIQH
Shamela0012226,0300Anonymous.AkhbarDawlaCabbasiyya.Shamela0012226-ara1.completed,أخبار الدولة العباسية وفيه أخبار العباس وولده,Akhbar Dawla Cabbasiyya,"http://www.worldcat.org/oclc/949611695 :: عبد العزيز الدوري، عبد الجبار المطلبي :: دار الطليعة، بيروت",al-Maktaba al-Shāmila,76966,1,409,0300Anonymous,_TARIKH
SyriacStudies00001,0300Anonymous.RisalataHashimiWaKindi.SyriacStudies00001-ara1,رسالة عبد الله بن اسماعيل الهاشمي الى عبد ¶    المسيح بن اسحاق الكندي يدعوه بها الى الاسلام¶    ورسالة الكندي الى الهاشمي يرد بها عليه¶    ويدعوه الى النصرانية :: رسالة الكندي,Risālaŧ ʿAbd Allāh b. Ismāʿīl al-Hāšimī ilá ʿAbd ¶    al-Masīḥ b. Isḥāq al-Kindī yadʿūhu bihā ilá al-islām¶    wa-risālaŧ al-Kindī ilá al-Hāšimī yaruddu bihā ʿalayhi¶    wa-yadʿūhu ilá al-naṣrāniyyaŧ,nan,NODATA,32601,1,42,0300Anonymous,CHRISTIANITY :: PAGINATION :: PRIMARY_VERSION :: CLEANED_VERSION
GRAR000092,0300CisaIbnYahya.AbuqratFiAkhlat.GRAR000092-ara1,كتاب أبقراط في الأخلاط,Kitāb Abuqrāṭ fī al-aḫlāṭ,http://www.worldcat.org/oclc/976591135 :: https://www.graeco-arabic-studies.org/single-text/text/mattock-119.html,Graeco-Arabic Studies,2517,1,17,0300CisaIbnYahya,_GRAECO_ARABIC
GRAR000040,0300CisaIbnYahya.JalinusFiIkhtilafAcda.GRAR000040-ara1,كتاب جالينوس في اختلاف الأعضاء المتشابهة الأجزاء,Kitāb Ǧālīnūs fī iḫtilāf al-aʿḍāʾ al-mutašābahaŧ al-ajzāʾ,https://www.graeco-arabic-studies.org/single-text/text/strohmaier-22.html :: http://www.worldcat.org/oclc/786466196,Graeco-Arabic Studies,3805,1,20,0300CisaIbnYahya,_GRAECO_ARABIC
GRAR000079,0300CisaIbnYahya.JalinusFiTimaus.GRAR000079-ara1,[جالينوس في كتاب أفلاطون المسمى طيماوس],[Jālīnūs fī kitāb Aflāṭūn al-musammá Ṭīmāwus],http://www.worldcat.org/oclc/1070204611 :: https://www.graeco-arabic-studies.org/single-text/text/kraus-37.html,Graeco-Arabic Studies,6242,1,32,0300CisaIbnYahya,_GRAECO_ARABIC
GRAR000051,0300HubayshIbnHasan.CahdAbuqrat.GRAR000051-ara1,عهد أبقراط,ʿAhd Abuqrāṭ,https://www.graeco-arabic-studies.org/single-text/text/mueller-106.html :: http://www.worldcat.org/oclc/466015768,Graeco-Arabic Studies,266,1,3,0300HubayshIbnHasan,_GRAECO_ARABIC
GRAR000048,0300HubayshIbnHasan.JalinusFiAsmaTibbiyya.GRAR000048-ara1,كتاب جالينوس في الأسماء الطبية,Kitāb Jālīnūs fī al-asmāʾ al-ṭibbiyyaŧ,https://www.graeco-arabic-studies.org/single-text/text/meyerhof-29.html :: http://www.worldcat.org/oclc/872332799,Graeco-Arabic Studies,11605,3,22,0300HubayshIbnHasan,_GRAECO_ARABIC
GRAR000082,0300HubayshIbnHasan.JalinusFiCadat.GRAR000082-ara1,مقالة جالينوس في العادات,Maqālaŧ Jālīnūs fī al-ʿādāt,https://alkindi.ideo-cairo.org/manifestation/138561 :: https://www.graeco-arabic-studies.org/single-text/text/klein-franke-21.html,Graeco-Arabic Studies,4836,1,13,0300HubayshIbnHasan,_GRAECO_ARABIC
GRAR000046,0300HubayshIbnHasan.JalinusFiCamalTashrih.GRAR000046-ara1,كتاب جالينوس في عمل التشريح,Kitāb Jālīnūs fī ʿamal al-tašrīḥ,http://www.worldcat.org/oclc/872332799,Graeco-Arabic Studies,72262,1,327,0300HubayshIbnHasan,_GRAECO_ARABIC
GRAR000049,0300HubayshIbnHasan.JalinusFiMudawatKasr.GRAR000049-ara1,العادل المفترض في مداواة الكسر,al-ʿĀdil al-muftariḍ fī mudāwāŧ al-kasr,https://www.graeco-arabic-studies.org/single-text/text/lyons-32.html :: http://www.worldcat.org/oclc/23531698,Graeco-Arabic Studies,15670,1,45,0300HubayshIbnHasan,_GRAECO_ARABIC
GRAR000044,0300HubayshIbnHasan.JalinusFiQuwaNafs.GRAR000044-ara1,كتاب جالينوس في أن قوى النفس تابعة لمزاج¶    البدن,Kitāb Jālīnūs fī anna quwá al-nafs tābiʿaŧ li-mizāj¶    al-badan,https://www.graeco-arabic-studies.org/single-text/text/biesterfeldt-33.html :: http://www.worldcat.org/oclc/62434742,Graeco-Arabic Studies,8582,1,37,0300HubayshIbnHasan,_GRAECO_ARABIC
GRAR000095,0300HubayshIbnHasan.QatitriyunLiAbuqrat.GRAR000095-ara1,كتاب أبقراط المعروف بقاطيطريون أي حانوت ال¶    طبيب,Kitāb Abuqrāṭ al-maʿrūf bi-Qāṭīṭriyūn ay Ḥānūt al-¶    ṭabīb,http://www.worldcat.org/oclc/949009533 :: https://www.graeco-arabic-studies.org/single-text/text/mattock-110.html,Graeco-Arabic Studies,2521,1,20,0300HubayshIbnHasan,_GRAECO_ARABIC
Shia001118,0300IbnCisaAshcari.Nawadir.Shia001118-ara1,النوادر,Nawadir,مدرسة الإمام المهدي (ع) - قم المقدسة :: محرم الحرام 1408,al-Shāmila al-Shīʿiyya,20558,1,159,0300IbnCisaAshcari,_HADITH :: _SHICI
Shia001119,0300IbnJacfarHimyari.QurbIsnad.Shia001119-ara1,قرب الاسناد,Qurb Isnad,مؤسسة آل البيت عليهم السلام لإحياء التراث :: 1413,al-Shāmila al-Shīʿiyya,55621,1,396,0300IbnJacfarHimyari,_HADITH
Shamela0011800BK1,0300IbnKhurdadhbih.MasalikWaMamalik.Shamela0011800BK1-ara1.mARkdown,كتاب المسالك والممالك,Kitāb al-Masālik wa-al-mamālik,"http://www.worldcat.org/oclc/34550537 :: 1889 م :: دار صادر أفست ليدن، بيروت",al-Maktaba al-Shāmila,24462,1,182,0300IbnKhurdadhbih,_JUGHRAFIYA :: _BULDAN
Shamela0000785,0300IbnKhurdadhbih.MukhtarMinKitabLahw.Shamela0000785-ara1.completed,المختار من كتاب اللهو والملاهي,Mukhtar Min Kitab Lahw,nan,al-Maktaba al-Shāmila,6613,1,13,0300IbnKhurdadhbih,_MISC :: _BALAGHA :: _ADAB
Masaha004394,0300IbnRusta.AclaqNafisa.Masaha004394-ara1,كتاب الأعلاق النفيسة,Kitāb al-Aʿlāq al-nafīsaŧ,دار صادر,Masāḥa,51434,1,227,0300IbnRusta,NODATA
Shia001120,0300IbnSacidKufi.Mumin.Shia001120-ara1,كتاب المؤمن,Mumin,مدرسة الإمام المهدي (ع) :: 1404,al-Shāmila al-Shīʿiyya,9661,1,61,0300IbnSacidKufi,_HADITH :: _SHICI
Shia001272,0300IbnSacidKufi.Zuhd.Shia001272-ara1,كتاب الزهد,Zuhd,ميرزا غلام رضا عرفانيان :: 1399,al-Shāmila al-Shīʿiyya,19097,1,106,0300IbnSacidKufi,_HADITH :: _SHICI
GRAR000091,0300IbnShahdaKarkhi.AjinnaLiAbuqrat.GRAR000091-ara1,كتاب الأجنة لأبقراط,Kitāb al-Ajinnaŧ li-Abuqrāṭ,http://www.worldcat.org/oclc/924686594 :: https://www.graeco-arabic-studies.org/single-text/text/lyons-303.html,Graeco-Arabic Studies,2030,1,16,0300IbnShahdaKarkhi,_GRAECO_ARABIC
GRAR000094,0300IbnShahdaKarkhi.MinaLiAbuqrat.GRAR000094-ara1,كتاب المنى لأبقراط,Kitāb al-Miná li-Abuqrāṭ,http://www.worldcat.org/oclc/924686594 :: https://www.graeco-arabic-studies.org/single-text/text/lyons-304.html,Graeco-Arabic Studies,6841,1,42,0300IbnShahdaKarkhi,_GRAECO_ARABIC
Masaha003296Vols,0300IbnSulaymanKufi.ManaqibImam.Masaha003296Vols-ara1,مناقب الإمام أمير المؤمنين علي بن أبي طالب(ع) للكوفي‏ - الجزء1,Manaqib Imam,مجمع إحياء الثقافة الإسلامية,Masāḥa,113628,2,1115,0300IbnSulaymanKufi,_HADITH
JK010664,0300IbnZakariyaHajari.Tacliqat.JK010664-ara1,التعليقات و النوادر,Tacliqat,nan,al-Jāmiʿ al-Kabīr,47552,1,120,0300IbnZakariyaHajari,_QISAS :: _TARAIF :: _BALAGHA :: _ADAB
GRAR000078,0300IshaqRuhawi.AdabTabib.GRAR000078-ara1,كتاب أدب الطبيب,Kitāb Adab al-Ṭabīb,https://www.graeco-arabic-studies.org/single-text/text/buergel-10.html,Graeco-Arabic Studies,52673,1,165,0300IshaqRuhawi,_GRAECO_ARABIC
GRAR000077,0300QustaIbnLuqa.FulutarkhusFiAraTabiciyya.GRAR000077-ara1,كتاب فلوطارخس في الأراء الطبيعية اللتي¶    تقول بها الحكماء,Kitāb Fulūṭārḫus fī al-arāʾ al-ṭabīʿiyyaŧ al-latī¶    taqūl bihā al-ḥukamāʾ,http://www.worldcat.org/oclc/122868795 :: https://www.graeco-arabic-studies.org/single-text/text/badawi-49.html,Graeco-Arabic Studies,18472,1,94,0300QustaIbnLuqa,_GRAECO_ARABIC
GRAR000055,0300QustaIbnLuqa.IbsiqlausFiMatalic.GRAR000055-ara1,كتاب فلوطارخس في الأراء الطبيعية اللتي¶    تقول بها الحكماء,Kitāb Fulūṭārḫus fī al-arāʾ al-ṭabīʿiyyaŧ al-latī¶    taqūl bihā al-ḥukamāʾ,http://www.worldcat.org/oclc/246227108 :: https://www.graeco-arabic-studies.org/single-text/text/de-falco-86.html,Graeco-Arabic Studies,1966,1,7,0300QustaIbnLuqa,_GRAECO_ARABIC
Shamela0008276,0301AbuBakrFaryabi.AhkamCidayn.Shamela0008276-ara1,أحكام العيدين,Ahkam Cidayn,مساعد سليمان راشد :: مكتبة العلوم والحكم - المدينة المنورة,al-Maktaba al-Shāmila,9022,1,181,0301AbuBakrFaryabi,_HADITH :: _USUL :: _AJZA :: _MASAIL :: _FIQH
JK000620,0301AbuBakrFaryabi.DalailNubuwwa.JK000620-ara1,دلائل النبوة :: دلائل النبوة للفريابي,Dalail Nubuwwa,عامر حسن صبري :: مكة المكرمة :: 1406 :: دار حراء,al-Jāmiʿ al-Kabīr,7922,1,62,0301AbuBakrFaryabi,_HADITH :: _SIRA :: _CAQAID :: _ASHAB :: _AJZA :: _TARAJIM :: _TABAQAT
JK011564,0301AbuBakrFaryabi.FadailQuran.JK011564-ara1,فضائل القرآن للفريابي,Fadail Quran,nan,al-Jāmiʿ al-Kabīr,10146,1,191,0301AbuBakrFaryabi,_CULUM :: _TAFSIR :: _QURAN
Shamela0013050,0301AbuBakrFaryabi.Fawaid.Shamela0013050-ara1,فوائد الفريابي,Fawaid,عبد الوكيل الندوي :: الدار السلفية - بومباي,al-Maktaba al-Shāmila,1722,1,37,0301AbuBakrFaryabi,_HADITH :: _AJZA
JK001214,0301AbuBakrFaryabi.Qadar.JK001214-ara1,كتاب القدر :: القدر,Qadar,عمرو عبد المنعم سليم :: بيروت :: 1421هـ - 2000م :: دار ابن حزم,al-Jāmiʿ al-Kabīr,30919,1,269,0301AbuBakrFaryabi,_HADITH :: _CAQAID :: _AJZA :: _MILAL
JK000044,0301AbuBakrFaryabi.SifatNifaq.JK000044-ara1,صفة المنافق,Sifat Nifaq,بدر البدر :: الكويت :: 1405 :: دار الخلفاء للكتاب الإسلامي,al-Jāmiʿ al-Kabīr,5815,1,41,0301AbuBakrFaryabi,_HADITH :: _CAQAID :: _AJZA :: _MILAL
JK000889,0301AbuBakrFaryabi.Siyam.JK000889-ara1,الصيام,Siyam,عبد الوكيل الندوي :: بومباي :: 1412 :: الدار السلفية,al-Jāmiʿ al-Kabīr,12562,1,148,0301AbuBakrFaryabi,_HADITH :: _USUL :: _AJZA :: _MASAIL :: _FIQH
Shamela0026595,0301Bardiji.Kabair.Shamela0026595-ara1,جزء فيه من روى عن النبي صلى الله عليه وسلم من الصحابة في الكبائر,Kabair,محمد بن تركي التركي :: دار أطلس الخضراء,al-Maktaba al-Shāmila,927,1,13,0301Bardiji,_HADITH :: _AJZA
Shamela0001590,0301Bardiji.TabaqatAsma.Shamela0001590-ara1.completed,طبقات الأسماء المفردة من الصحابة والتابعين وأصحاب الحديث,Tabaqat Asma,http://www.worldcat.org/oclc/929628585 :: سكينة الشهابي :: طلاس للدراسات والترجمة والنشر,al-Maktaba al-Shāmila,5714,1,101,0301Bardiji,_HADITH
ShamAY0032810,0301IbnIdrisAnsari.HadithAbiDhawala.ShamAY0032810-ara1,من حديث أبي ذوالة وغيره - مخطوط :: من حديث أبي ذوالة وغيره للحسين بن إدريس الأنصاري - مخطوط,Hadith Abi Dhawala,nan,al-Maktaba al-Shāmila AY,2192,1,11,0301IbnIdrisAnsari,_HADITH
Sham19Y0122400,0301MuhammadIbnAhmadMaqdami.TarikhWaAsmaMuhaddithin.Sham19Y0122400-ara1,التاريخ وأسماء المحدثين وكناهم,Tarikh Wa Asma Muhaddithin,"محمد بن إبراهيم اللحيدان :: الأولى، 1415 ه - 1994 م :: دار الكتاب والسنة",al-Maktaba al-Shāmila,11910,1,186,0301MuhammadIbnAhmadMaqdami,_TARIKH :: _TARAJIM :: _TABAQAT
Shamela0029702,0302AbuMuhammadAshyabBaghdadi.Juz.Shamela0029702-ara1,جزء القاسم بن موسى الأشيب,Juz,مخطوط نشر في برنامج جوامع الكلم المجاني التابع لموقع الشبكة الإسلامية,al-Maktaba al-Shāmila,8034,1,94,0302AbuMuhammadAshyabBaghdadi,_HADITH :: _MAKHTUTAT
Shamela0009654,0302QasimCawfi.DalailFiGharibHadith.Shamela0009654-ara1,الدلائل في غريب الحديث,Dalail Fi Gharib Hadith,"د. محمد بن عبد الله القناص :: مكتبة العبيكان، الرياض",al-Maktaba al-Shāmila,96849,3,1124,0302QasimCawfi,_GHARIB :: _MACAJIM :: _FIQH :: _MUSTALAHAT
JK000566,0303IbnSufyanNasawi.Arbacuna.JK000566-ara1,كتاب الأربعين :: الأربعين,Arbacuna,مشعل بن باني الجبرين المطيري :: بيروت :: 1421هـ- 2000م :: دار ابن حزم,al-Jāmiʿ al-Kabīr,3639,1,46,0303IbnSufyanNasawi,_HADITH :: _AJZA :: _TARAJIM
Shia003077BK5,0303Nasai.AhsanAsanid.Shia003077BK5-ara1.mARkdown,أحسن أسانيد اللتي تروي عن رسول الله,Aḥsan asānīd al-latī tarwī ʿan rasūl Allāh,http://www.worldcat.org/oclc/891835366 :: محمود إبراهيم زايد :: 1406,al-Shāmila al-Shīʿiyya,90,1,2,0303Nasai,_HADITH
Shamela0005839BK4,0303Nasai.AshabAbiHanifa.Shamela0005839BK4-ara2.completed,تسمية الضعفاء والمتروكين والثقات ممن¶    حمل عنهم الحديث من أصحاب أبي حنيف,Tasmiyaŧ al-ḍuʿafāʾ wa-al-matrūkīn wa-al-ṯiqāt mimman¶    ḥamala ʿanhum al-ḥadīṯ min aṣḥāb Abī Ḥanīfa,http://www.worldcat.org/oclc/784246739 :: محمود إبراهيم زايد :: دار الوعي - حلب,al-Maktaba al-Shāmila,81,1,3,0303Nasai,_HADITH
Shamela0005839BK3,0303Nasai.AsilaFiRijal.Shamela0005839BK3-ara2.completed,أسئلة لالنسائي في الرجال,Asʾilaŧ li-al-Nasāʾī fī al-rijāl,http://www.worldcat.org/oclc/784246739 :: محمود إبراهيم زايد :: دار الوعي - حلب,al-Maktaba al-Shāmila,115,1,3,0303Nasai,_HADITH
JK000735,0303Nasai.CamalYawmWaLayla.JK000735-ara1,عمل اليوم والليلة,Camal Yawm Wa Layla,د. فاروق حمادة :: بيروت :: 1406 :: مؤسسة الرسالة,al-Jāmiʿ al-Kabīr,75691,1,478,0303Nasai,_HADITH :: _USUL :: _AKHLAQ :: _AJZA :: _MASAIL :: _FIQH
ShamAY0035249,0303Nasai.CishratNisa.ShamAY0035249-ara1,عشرة النساء.  :: عشرة النساء للإمام للنسائي - الطبعة الثالثة :: عشرة النساء.,Cishrat Nisa,علي بن نايف الشحود,al-Maktaba al-Shāmila AY,27966,1,237,0303Nasai,_HADITH
Shamela0025868,0303Nasai.DhikrMudallisin.Shamela0025868-ara1.mARkdown,ذكر المدلسين,Ḏikr al-Mudallisīn,http://www.worldcat.org/oclc/53341518 :: الشريف حاتم بن عارف العوني :: دار عالم الفوائد - مكة المكرمة,al-Maktaba al-Shāmila,56,1,5,0303Nasai,_HADITH :: _TARAJIM :: _MUSTALAHAT :: _TABAQAT
JK000509,0303Nasai.DucafaWaMatrukin.JK000509-ara2.completed,كتاب الضعفاء والمتروكين,Kitāb al-Ḍuʿafā' wa-al-matrūkīn,http://www.worldcat.org/oclc/701260753 :: محمود إبراهيم زايد :: حلب :: 1396هـ- :: دار الوعي,al-Jāmiʿ al-Kabīr,5028,1,108,0303Nasai,_HADITH :: _TARAJIM :: _SUNNI :: _TABAQAT
JK001079,0303Nasai.FadailQuran.JK001079-ara1,فضائل القرآن,Fadail Quran,د فاروق حمادة :: بيروت / الدار البيضاء :: 1413هـ - 1992م :: دار إحياء العلوم / دار الثقافة,al-Jāmiʿ al-Kabīr,8610,1,93,0303Nasai,_CULUM :: _TAFSIR :: _QURAN :: _FADAIL :: _AJZA
JK000747,0303Nasai.FadailSahaba.JK000747-ara1.mARkdown,كتاب فضائل الصحاب,Kitāb Faḍā'il al-ṣaḥāba,http://www.worldcat.org/oclc/741081673 :: بيروت :: 1405 :: دار الكتب العلمية,al-Jāmiʿ al-Kabīr,21222,1,88,0303Nasai,_HADITH :: _SIRA :: _ASHAB :: _FIQH :: _TARAJIM :: _SUNNI :: _TABAQAT
JK000510BK2,0303Nasai.IbnAbiCaruba.JK000510BK2-ara2,ذكر من حدث عنه ابن أبي عروب ولم يسمع¶    عنه,Ḏikr man ḥadaṯa ʿanhu Ibn Abī ʿArūba wa-lam yasmaʿ¶    ʿanhu,http://www.worldcat.org/oclc/784246739 :: محمود إبراهيم زايد :: حلب :: 1369 - :: دار الوعي,al-Jāmiʿ al-Kabīr,47,1,2,0303Nasai,_HADITH
Shamela0026871,0303Nasai.Ighrab.Shamela0026871-ara1.mARkdown,"كتاب الاغراب :: حديث شعبة ابن الحجاج وسفيان الثوري مما¶    أغرب بعضهم على بعض،  اغراب شعبة على سفيان وسفيان على¶    شعبة، اغراب شعبة",Kitāb al-Iġrāb,http://www.worldcat.org/oclc/48497075 :: أبو عبد الرحمن محمد الثاني بن عمر بن موسى :: دار المآثر - المدينة النبوية,al-Maktaba al-Shāmila,13156,1,232,0303Nasai,_HADITH :: _AJZA
Shamela0021577,0303Nasai.Jumca.Shamela0021577-ara1.mARkdown,الجمعة,al-Ǧumʿaŧ,http://www.worldcat.org/oclc/754756158 :: أبو هاجر محمد السعيد زغلول :: مكتبة التراث الإسلامي,al-Maktaba al-Shāmila,6285,1,88,0303Nasai,_HADITH :: _AJZA :: _MASAIL :: _FIQH
JK000669,0303Nasai.KhasaisAmirMumininCali.JK000669-ara1.mARkdown,خصائص أمير المؤمنين علي بن أبي طالب :: خصائص علي,Ḫaṣā'iṣ Amīr al-mu'minīn ʿAlī b. Abī Ṭālib,http://www.worldcat.org/oclc/741195236 :: أحمد ميرين البلوشي :: الكويت :: 1406 :: مكتبة المعلا,al-Jāmiʿ al-Kabīr,17382,1,180,0303Nasai,_HADITH :: _CAQAID :: _AJZA :: _TARAJIM :: _SUNNI
JK000703,0303Nasai.MajlisanMinImla.JK000703-ara1.mARkdown,مجلسان من املاء النسائي :: جزء فيه مجلسان من املاء النسائي,Majlisān min imlā' al-Nasā'ī,http://www.worldcat.org/oclc/4770989714 :: أبو إسحاق الحويني الأثري :: الدمام :: 1415 :: دار ابن الجوزي,al-Jāmiʿ al-Kabīr,2261,1,46,0303Nasai,_HADITH :: _MAJALIS :: _AJZA :: _AMALI :: _TARAJIM :: _SUNNI
JK001202,0303Nasai.Nucut.JK001202-ara1.mARkdown,كتاب النعوت الأسماء والصفات,Kitāb al-Nuʿūt al-asmāʾ wa-al-ṣifāt,http://www.worldcat.org/oclc/4771401132 :: عبد العزيز بن إبراهيم الشهوان :: السعودية :: 1419هـ - 1998م :: مكتبة العبيكان,al-Jāmiʿ al-Kabīr,7440,1,112,0303Nasai,_HADITH :: _CAQAID :: _AJZA :: _MILAL
